strategy,price_hydro [$/kWh],price_solar [$/kWh],price_wind [$/kWh],price_thermal [$/kWh],price_cogen [$/kWh],co2_hydro [kg/kWh],co2_solar [kg/kWh],co2_wind [kg/kWh],co2_thermal [kg/kWh],co2_cogen [kg/kWh],wind_capacity [kW],solar_capacity [kW],cost_conventional [$],co2_conventional [kg],co2_regression [kg]
co2_conventional,59.4,75.251,95.5185,114.0,60.300000000000004,26.400000000000002,36.9,9.9,605.0,195.3,6667272.22552076,1381465.13153865,0.0,4763647263721.768,0
cost_conventional,59.4,68.41,86.4215,126.0,63.65,21.6,38.949999999999996,12.100000000000001,522.5,227.85000000000002,1706110.30333901,2143041.72339632,9723854965712.158,0,0
cost_conventional,59.4,75.251,90.97,120.0,60.300000000000004,24,45.1,12.100000000000001,550.0,217.0,1388776.3391189,1722456.17617269,9787304221118.975,0,0
co2_conventional,59.4,68.41,86.4215,126.0,63.65,21.6,38.949999999999996,12.100000000000001,522.5,227.85000000000002,6665863.48856708,1382841.94695405,0.0,4260542389952.449,0
co2_conventional,59.4,75.251,90.97,120.0,60.300000000000004,24,45.1,12.100000000000001,550.0,217.0,6769541.39669524,1281513.34776133,0.0,4578325420014.349,0
cost_conventional,69.3,64.98949999999999,86.4215,114.0,67.0,24.0,45.1,9.9,495.0,238.70000000000002,1265584.73793148,6099583.11207886,10659338619884.805,0,0
co2_conventional,69.3,64.98949999999999,86.4215,114.0,67.0,24.0,45.1,9.9,495.0,238.70000000000002,6938291.25660422,1116587.30684038,0.0,4325169844067.3594,0
cost_conventional,69.3,75.251,90.97,126.0,70.35000000000001,26.400000000000002,38.949999999999996,10.45,605.0,206.14999999999998,1753235.22816573,2327342.41385012,11020352346608.037,0,0
co2_conventional,69.3,75.251,90.97,126.0,70.35000000000001,26.400000000000002,38.949999999999996,10.45,605.0,206.14999999999998,6682010.94044203,1367060.39128263,0.0,4809607613203.675,0
cost_conventional,62.699999999999996,61.568999999999996,90.97,132.0,67.0,25.200000000000003,41,11.0,550.0,217.0,1323052.29158059,6059877.3770705,10069575474246.021,0,0
co2_conventional,62.699999999999996,61.568999999999996,90.97,132.0,67.0,25.200000000000003,41,11.0,550.0,217.0,6738094.06042687,1312248.09723639,0.0,4603084174964.071,0
cost_conventional,59.4,71.8305,86.4215,120.0,73.7,21.6,38.949999999999996,9.9,550.0,238.70000000000002,1655589.8335117,1827714.92183294,9723949152027.777,0,0
cost_conventional,69.3,64.98949999999999,86.4215,114.0,67.0,21.6,45.1,10.45,605.0,217.0,1265584.73793148,6099583.11207886,10659338619884.805,0,0
co2_conventional,59.4,71.8305,86.4215,120.0,73.7,21.6,38.949999999999996,9.9,550.0,238.70000000000002,6692590.71467318,1356720.35142291,0.0,4227154933573.7676,0
co2_conventional,69.3,64.98949999999999,86.4215,114.0,67.0,21.6,45.1,10.45,605.0,217.0,6714127.95457639,1335671.13863235,0.0,4429511562111.2295,0
cost_conventional,59.4,68.41,81.873,114.0,70.35000000000001,22.799999999999997,41.0,11.55,605.0,227.85000000000002,1737956.35191491,1958597.50068418,9588592386995.797,0,0
cost_conventional,66.0,75.251,86.4215,120.0,67.0,22.799999999999997,43.050000000000004,11.0,577.5,238.70000000000002,1852423.40477675,1836268.26411439,10526804094979.516,0,0
co2_conventional,59.4,68.41,81.873,114.0,70.35000000000001,22.799999999999997,41.0,11.55,605.0,227.85000000000002,6637715.82838586,1410351.78996892,0.0,4570378169040.314,0
co2_conventional,66.0,75.251,86.4215,120.0,67.0,22.799999999999997,43.050000000000004,11.0,577.5,238.70000000000002,6710551.29823206,1339166.74906381,0.0,4487648630867.6045,0
cost_conventional,66.0,75.251,100.06700000000001,126.0,60.300000000000004,25.200000000000003,45.1,11.0,495.0,195.3,917412.687154561,2527937.94094315,10708309942186.297,0,0
cost_conventional,62.699999999999996,71.8305,81.873,120.0,73.7,21.6,43.050000000000004,11.55,605.0,206.14999999999998,2063756.63388628,1845158.48280132,10049709104977.426,0,0
co2_conventional,66.0,75.251,100.06700000000001,126.0,60.300000000000004,25.200000000000003,45.1,11.0,495.0,195.3,6921450.91205718,1133046.05445289,0.0,4467243019576.332,0
co2_conventional,62.699999999999996,71.8305,81.873,120.0,73.7,21.6,43.050000000000004,11.55,605.0,206.14999999999998,6666284.83671211,1382430.14642606,0.0,4467344968917.253,0
cost_conventional,72.60000000000001,64.98949999999999,81.873,132.0,67.0,24.0,45.1,9.9,577.5,238.70000000000002,2476645.95009219,5262831.37104299,11027142059416.844,0,0
cost_conventional,59.4,61.568999999999996,86.4215,114.0,63.65,26.400000000000002,38.949999999999996,9.9,495.0,206.14999999999998,970435.878554605,4532583.4491669,9542064287911.244,0,0
co2_conventional,72.60000000000001,64.98949999999999,81.873,132.0,67.0,24.0,45.1,9.9,577.5,238.70000000000002,6798336.70102613,1253370.53601045,0.0,4549274393776.184,0
co2_conventional,59.4,61.568999999999996,86.4215,114.0,63.65,26.400000000000002,38.949999999999996,9.9,495.0,206.14999999999998,6848620.39802986,1204226.25183642,0.0,4486824607345.153,0
cost_conventional,72.60000000000001,61.568999999999996,86.4215,108.0,67.0,25.200000000000003,43.050000000000004,11.55,605.0,217.0,315161.222083572,6710225.81317045,10842357105720.047,0,0
cost_conventional,72.60000000000001,64.98949999999999,81.873,132.0,70.35000000000001,25.200000000000003,41.0,9.9,522.5,227.85000000000002,2476645.95009219,5262831.37104299,11033786896084.592,0,0
co2_conventional,72.60000000000001,61.568999999999996,86.4215,108.0,67.0,25.200000000000003,43.050000000000004,11.55,605.0,217.0,6699375.59940481,1350089.21005488,0.0,4790343511984.445,0
co2_conventional,72.60000000000001,64.98949999999999,81.873,132.0,70.35000000000001,25.200000000000003,41.0,9.9,522.5,227.85000000000002,6826112.26108105,1226224.36144953,0.0,4477727134887.681,0
cost_conventional,66.0,75.251,90.97,108.0,73.7,24.0,36.9,11.0,605.0,227.85000000000002,959851.605995587,2208505.774749,10491207315941.176,0,0
cost_conventional,66.0,75.251,90.97,114.0,60.300000000000004,26.400000000000002,38.949999999999996,10.45,605.0,217.0,1277794.18645119,2063767.40023409,10523789177753.03,0,0
co2_conventional,66.0,75.251,90.97,108.0,73.7,24.0,36.9,11.0,605.0,227.85000000000002,6607511.43907714,1439871.75727324,0.0,4621965427690.69,0
co2_conventional,66.0,75.251,90.97,114.0,60.300000000000004,26.400000000000002,38.949999999999996,10.45,605.0,217.0,6681520.32455301,1367539.88996923,0.0,4814703250276.218,0
cost_conventional,66.0,64.98949999999999,95.5185,132.0,63.65,25.200000000000003,38.949999999999996,10.45,495.0,227.85000000000002,1070555.6112641,6234333.49434937,10539599153678.79,0,0
cost_conventional,72.60000000000001,68.41,95.5185,108.0,63.65,21.6,38.949999999999996,11.0,605.0,195.3,32709.3643550706,6878199.15089974,11055683410075.29,0,0
co2_conventional,66.0,64.98949999999999,95.5185,132.0,63.65,25.200000000000003,38.949999999999996,10.45,495.0,227.85000000000002,6806489.35543841,1245402.61819446,0.0,4420231459011.79,0
co2_conventional,72.60000000000001,68.41,95.5185,108.0,63.65,21.6,38.949999999999996,11.0,605.0,195.3,6615576.55955311,1431989.38990198,0.0,4407869256473.018,0
cost_conventional,72.60000000000001,68.41,95.5185,114.0,67.0,24.0,36.9,12.100000000000001,495.0,227.85000000000002,32709.3643550706,6878199.15089974,11134344705031.129,0,0
cost_conventional,69.3,68.41,100.06700000000001,132.0,63.65,21.6,36.9,10.45,605.0,227.85000000000002,514553.417851324,6591647.82643094,11005070182587.027,0,0
co2_conventional,72.60000000000001,68.41,95.5185,114.0,67.0,24.0,36.9,12.100000000000001,495.0,227.85000000000002,6690613.0171786,1358653.23491151,0.0,4386568478797.5044,0
co2_conventional,69.3,68.41,100.06700000000001,132.0,63.65,21.6,36.9,10.45,605.0,227.85000000000002,6589265.19739957,1457704.5448275,0.0,4381828120896.519,0
cost_conventional,69.3,68.41,95.5185,132.0,70.35000000000001,24.0,43.050000000000004,11.55,577.5,195.3,1264875.43193586,6100073.1888981,10983589300832.973,0,0
cost_conventional,69.3,68.41,90.97,120.0,60.300000000000004,22.799999999999997,36.9,11.55,495.0,206.14999999999998,1204411.75116701,6141849.02123816,10830937467460.797,0,0
co2_conventional,69.3,68.41,95.5185,132.0,70.35000000000001,24.0,43.050000000000004,11.55,577.5,195.3,6714127.9545764,1335671.13863235,0.0,4601070009989.645,0
co2_conventional,69.3,68.41,90.97,120.0,60.300000000000004,22.799999999999997,36.9,11.55,495.0,206.14999999999998,6692590.71467317,1356720.35142293,0.0,4242527728687.362,0
cost_conventional,69.3,71.8305,100.06700000000001,132.0,60.300000000000004,25.200000000000003,38.949999999999996,11.0,577.5,206.14999999999998,1006745.9130546,4406586.35643741,11094523136771.986,0,0
cost_conventional,62.699999999999996,75.251,100.06700000000001,132.0,63.65,24,45.1,11.0,495.0,227.85000000000002,1169300.47248454,2202017.57195773,10378607560393.248,0,0
co2_conventional,69.3,71.8305,100.06700000000001,132.0,60.300000000000004,25.200000000000003,38.949999999999996,11.0,577.5,206.14999999999998,6682010.94044204,1367060.39128262,0.0,4658526861899.838,0
co2_conventional,62.699999999999996,75.251,100.06700000000001,132.0,63.65,24,45.1,11.0,495.0,227.85000000000002,6894258.74242884,1159622.05803164,0.0,4377704075774.2524,0
cost_conventional,59.4,64.98949999999999,86.4215,120.0,60.300000000000004,26.400000000000002,36.9,11.55,550.0,195.3,1428288.73805976,2647678.17739675,9639195405086.023,0,0
cost_conventional,59.4,68.41,90.97,120.0,63.65,24,36.9,11.0,605.0,206.14999999999998,1197097.25845582,2373767.87857892,9727942436353.959,0,0
co2_conventional,59.4,64.98949999999999,86.4215,120.0,60.300000000000004,26.400000000000002,36.9,11.55,550.0,195.3,6678295.68119608,1370691.46391736,0.0,4701327601115.54,0
co2_conventional,59.4,68.41,90.97,120.0,63.65,24,36.9,11.0,605.0,206.14999999999998,6611032.88991603,1436430.10140775,0.0,4611836985864.113,0
cost_conventional,72.60000000000001,71.8305,86.4215,108.0,63.65,24.0,45.1,11.55,495.0,217.0,1401718.67664922,6005524.85218884,11134007928443.684,0,0
cost_conventional,62.699999999999996,68.41,81.873,132.0,67.0,26.400000000000002,43.050000000000004,9.9,495.0,206.14999999999998,2232907.37494456,2395238.21891294,10079705820518.668,0,0
co2_conventional,72.60000000000001,71.8305,86.4215,108.0,63.65,24.0,45.1,11.55,495.0,217.0,6876021.62043189,1177445.93255438,0.0,4401269622518.986,0
co2_conventional,62.699999999999996,68.41,81.873,132.0,67.0,26.400000000000002,43.050000000000004,9.9,495.0,206.14999999999998,6937013.80133326,1117835.81537489,0.0,4508875024738.398,0
cost_conventional,69.3,71.8305,86.4215,120.0,63.65,25.200000000000003,38.949999999999996,11.55,605.0,195.3,1866609.75860392,3176422.06487966,10864943701839.006,0,0
cost_conventional,69.3,64.98949999999999,90.97,108.0,73.7,22.799999999999997,36.9,12.100000000000001,550.0,206.14999999999998,32709.3643550685,6878199.15089974,10624140208090.162,0,0
co2_conventional,69.3,71.8305,86.4215,120.0,63.65,25.200000000000003,38.949999999999996,11.55,605.0,195.3,6638759.72880236,1409331.544009,0.0,4754076236209.047,0
co2_conventional,69.3,64.98949999999999,90.97,108.0,73.7,22.799999999999997,36.9,12.100000000000001,550.0,206.14999999999998,6616068.58881101,1431508.509873,0.0,4415832036569.465,0
cost_conventional,59.4,68.41,90.97,126.0,63.65,21.6,36.9,9.9,577.5,206.14999999999998,1391739.98681126,2323490.7572828,9777264752101.797,0,0
cost_conventional,62.699999999999996,75.251,95.5185,120.0,73.7,21.6,38.949999999999996,11.55,550.0,206.14999999999998,1090872.04361552,2118165.65676789,10244733194608.273,0,0
co2_conventional,59.4,68.41,90.97,126.0,63.65,21.6,36.9,9.9,577.5,206.14999999999998,6635102.08949216,1412906.30235768,0.0,4271631377989.6714,0
co2_conventional,62.699999999999996,75.251,95.5185,120.0,73.7,21.6,38.949999999999996,11.55,550.0,206.14999999999998,6650864.28322588,1397501.27499864,0.0,4295402951422.451,0
cost_conventional,69.3,75.251,100.06700000000001,114.0,60.300000000000004,21.6,43.050000000000004,11.0,550.0,206.14999999999998,32709.3643550685,3551142.53657102,10952880430983.723,0,0
cost_conventional,59.4,68.41,86.4215,108.0,70.35000000000001,22.799999999999997,43.050000000000004,11.55,605.0,217.0,1108317.92651252,2264340.99863523,9591269306462.668,0,0
co2_conventional,69.3,75.251,100.06700000000001,114.0,60.300000000000004,21.6,43.050000000000004,11.0,550.0,206.14999999999998,6731301.43444764,1318886.80443778,0.0,4293189430856.395,0
co2_conventional,59.4,68.41,86.4215,108.0,70.35000000000001,22.799999999999997,43.050000000000004,11.55,605.0,217.0,6672658.20406287,1376201.19758389,0.0,4578454700411.058,0
cost_conventional,59.4,68.41,90.97,120.0,67.0,22.799999999999997,43.050000000000004,9.9,495.0,238.70000000000002,1204415.1379528,2379531.58239664,9732186082547.63,0,0
cost_conventional,59.4,64.98949999999999,81.873,108.0,60.300000000000004,21.6,45.1,10.45,550.0,217.0,1401718.67664923,2443089.27145495,9498179763134.738,0,0
co2_conventional,59.4,68.41,90.97,120.0,67.0,22.799999999999997,43.050000000000004,9.9,495.0,238.70000000000002,6869707.31862513,1183617.15425929,0.0,4209202240003.6055,0
co2_conventional,59.4,64.98949999999999,81.873,108.0,60.300000000000004,21.6,45.1,10.45,550.0,217.0,6789015.41768579,1262480.60198889,0.0,4282347773735.1406,0
cost_conventional,66.0,68.41,81.873,120.0,70.35000000000001,22.799999999999997,41,10.45,577.5,217.0,2094234.51622841,3272440.35179641,10389142141057.04,0,0
cost_conventional,62.699999999999996,61.568999999999996,81.873,114.0,67.0,25.200000000000003,41.0,12.100000000000001,522.5,238.70000000000002,1518662.03407133,5924725.83316077,9845536685470.451,0,0
co2_conventional,66.0,68.41,81.873,120.0,70.35000000000001,22.799999999999997,41,10.45,577.5,217.0,6696180.45759817,1353211.95094862,0.0,4436729408885.615,0
co2_conventional,62.699999999999996,61.568999999999996,81.873,114.0,67.0,25.200000000000003,41.0,12.100000000000001,522.5,238.70000000000002,6742291.03900448,1308146.22087923,0.0,4596055129803.382,0
cost_conventional,62.699999999999996,64.98949999999999,86.4215,108.0,63.65,21.6,43.050000000000004,12.100000000000001,550.0,195.3,709744.219430063,4311772.07459845,9923673617286.25,0,0
cost_conventional,62.699999999999996,71.8305,81.873,120.0,63.65,21.6,41.0,9.9,550.0,195.3,2033396.38015377,1823883.22646217,10038914157367.656,0,0
co2_conventional,62.699999999999996,64.98949999999999,86.4215,108.0,63.65,21.6,43.050000000000004,12.100000000000001,550.0,195.3,6703124.10511699,1346425.64430844,0.0,4344131945671.3394,0
co2_conventional,62.699999999999996,71.8305,81.873,120.0,63.65,21.6,41.0,9.9,550.0,195.3,6729629.31263318,1320521.03649548,0.0,4219418088388.123,0
cost_conventional,66.0,64.98949999999999,81.873,126.0,70.35000000000001,21.6,41,11.55,550.0,206.14999999999998,2112602.93149343,5514357.57514046,10343998637889.719,0,0
cost_conventional,72.60000000000001,75.251,86.4215,126.0,63.65,26.400000000000002,36.9,9.9,550.0,238.70000000000002,2282246.59009031,2986372.57673576,11313317723297.125,0,0
co2_conventional,66.0,64.98949999999999,81.873,126.0,70.35000000000001,21.6,41,11.55,550.0,206.14999999999998,6686105.62925745,1363058.48683368,0.0,4308465895343.95,0
co2_conventional,72.60000000000001,75.251,86.4215,126.0,63.65,26.400000000000002,36.9,9.9,550.0,238.70000000000002,6717102.61072331,1332763.88726232,0.0,4637904233752.558,0
cost_conventional,62.699999999999996,71.8305,100.06700000000001,120.0,67.0,22.799999999999997,43.050000000000004,10.45,550.0,195.3,32709.3643550685,3343582.46221594,10213129517011.63,0,0
cost_conventional,59.4,64.98949999999999,86.4215,120.0,70.35000000000001,24,38.949999999999996,9.9,522.5,206.14999999999998,1455254.54420663,2687212.07974,9650784200951.877,0,0
co2_conventional,62.699999999999996,71.8305,100.06700000000001,120.0,67.0,22.799999999999997,43.050000000000004,10.45,550.0,195.3,6768197.67909402,1282826.61714245,0.0,4365608570877.1787,0
co2_conventional,59.4,64.98949999999999,86.4215,120.0,70.35000000000001,24,38.949999999999996,9.9,522.5,206.14999999999998,6763256.57777448,1287655.7546532,0.0,4350042179206.2446,0
cost_conventional,59.4,68.41,95.5185,114.0,63.65,24.0,45.1,10.45,495.0,217.0,32709.3643550685,3308951.95692676,9685684344886.643,0,0
cost_conventional,62.699999999999996,68.41,95.5185,126.0,67.0,25.200000000000003,38.949999999999996,12.100000000000001,550.0,238.70000000000002,1046028.51035445,3033068.40443772,10211599914321.639,0,0
co2_conventional,59.4,68.41,95.5185,114.0,63.65,24.0,45.1,10.45,495.0,217.0,6919777.41041557,1134681.6350713,0.0,4343732883714.53,0
co2_conventional,62.699999999999996,68.41,95.5185,126.0,67.0,25.200000000000003,38.949999999999996,12.100000000000001,550.0,238.70000000000002,6677168.40507915,1371793.19631045,0.0,4656571293048.234,0
cost_conventional,66.0,68.41,95.5185,132.0,73.7,21.6,36.9,11.55,495.0,238.70000000000002,1283823.64539218,4300052.39631986,10644488965897.902,0,0
cost_conventional,59.4,61.568999999999996,86.4215,108.0,60.300000000000004,25.200000000000003,36.9,11.0,495.0,238.70000000000002,32709.3643550685,5648488.53421467,9474841275025.355,0,0
co2_conventional,66.0,68.41,95.5185,132.0,73.7,21.6,36.9,11.55,495.0,238.70000000000002,6671727.34922489,1377110.95954271,0.0,4151854506068.8594,0
co2_conventional,59.4,61.568999999999996,86.4215,108.0,60.300000000000004,25.200000000000003,36.9,11.0,495.0,238.70000000000002,6735830.91936696,1314459.95622849,0.0,4441493685957.818,0
cost_conventional,62.699999999999996,75.251,81.873,108.0,70.35000000000001,21.6,41,11.55,495.0,238.70000000000002,1818440.2495127,1482038.4181137,9992255637781.893,0,0
cost_conventional,59.4,75.251,81.873,114.0,70.35000000000001,21.6,36.9,10.45,577.5,217.0,1883057.60956554,1411847.14836841,9641259271358.623,0,0
co2_conventional,62.699999999999996,75.251,81.873,108.0,70.35000000000001,21.6,41,11.55,495.0,238.70000000000002,6746701.35715429,1303835.83915777,0.0,4177256360357.321,0
co2_conventional,59.4,75.251,81.873,114.0,70.35000000000001,21.6,36.9,10.45,577.5,217.0,6619940.09416622,1427724.73161692,0.0,4304349409354.5215,0
cost_conventional,59.4,71.8305,95.5185,114.0,67.0,22.799999999999997,36.9,11.0,577.5,206.14999999999998,189404.829143305,2802390.48740015,9739293683396.744,0,0
co2_conventional,59.4,71.8305,95.5185,114.0,67.0,22.799999999999997,36.9,11.0,577.5,206.14999999999998,6621561.44794901,1426140.11720319,0.0,4433114639606.079,0
cost_conventional,59.4,75.251,90.97,132.0,70.35000000000001,26.400000000000002,38.949999999999996,10.45,495.0,238.70000000000002,1708909.66155791,1727128.14394337,9893665764751.518,0,0
co2_conventional,59.4,75.251,90.97,132.0,70.35000000000001,26.400000000000002,38.949999999999996,10.45,495.0,238.70000000000002,6828447.97400975,1223941.57504445,0.0,4530779883072.041,0
cost_conventional,59.4,64.98949999999999,86.4215,120.0,67.0,22.799999999999997,36.9,12.100000000000001,605.0,206.14999999999998,1446141.85389039,2681300.53550987,9646934743286.656,0,0
cost_conventional,72.60000000000001,71.8305,95.5185,114.0,70.35000000000001,25.200000000000003,41.0,9.9,577.5,227.85000000000002,32709.3643550737,6878199.15089974,11249715709775.13,0,0
co2_conventional,59.4,64.98949999999999,86.4215,120.0,67.0,22.799999999999997,36.9,12.100000000000001,605.0,206.14999999999998,6573617.61239371,1472997.56045659,0.0,4560461562104.378,0
co2_conventional,72.60000000000001,71.8305,95.5185,114.0,70.35000000000001,25.200000000000003,41.0,9.9,577.5,227.85000000000002,6735830.91936697,1314459.95622849,0.0,4625452084351.344,0
cost_conventional,66.0,61.568999999999996,81.873,126.0,70.35000000000001,22.799999999999997,41,10.45,495.0,206.14999999999998,1983640.11260732,5603461.1333655,10256109684043.732,0,0
cost_conventional,59.4,64.98949999999999,100.06700000000001,126.0,73.7,22.799999999999997,45.1,11.55,550.0,217.0,32709.3643550685,4350653.55806377,9794298398088.988,0,0
co2_conventional,66.0,61.568999999999996,81.873,126.0,70.35000000000001,22.799999999999997,41,10.45,495.0,206.14999999999998,6813951.69962195,1238109.36839357,0.0,4210851684105.3364,0
co2_conventional,59.4,64.98949999999999,100.06700000000001,126.0,73.7,22.799999999999997,45.1,11.55,550.0,217.0,6769541.39669524,1281513.34776133,0.0,4444477968198.348,0
cost_conventional,69.3,68.41,100.06700000000001,120.0,70.35000000000001,24.0,41,10.45,522.5,206.14999999999998,32709.3643550685,6878199.15089974,10875307675097.605,0,0
cost_conventional,66.0,64.98949999999999,95.5185,120.0,73.7,22.799999999999997,36.9,11.55,605.0,238.70000000000002,32709.3643550685,6878199.15089974,10428597117185.914,0,0
co2_conventional,69.3,68.41,100.06700000000001,120.0,70.35000000000001,24.0,41,10.45,522.5,206.14999999999998,6787829.28731562,1263639.85501626,0.0,4390395863785.311,0
co2_conventional,66.0,64.98949999999999,95.5185,120.0,73.7,22.799999999999997,36.9,11.55,605.0,238.70000000000002,6578284.64689933,1468436.27949155,0.0,4548175675519.717,0
cost_conventional,66.0,75.251,90.97,132.0,60.300000000000004,26.400000000000002,41,12.100000000000001,550.0,206.14999999999998,1811265.08499129,2036803.6129116,10658250599971.082,0,0
cost_conventional,66.0,61.568999999999996,100.06700000000001,132.0,73.7,22.799999999999997,45.1,11.0,495.0,238.70000000000002,32709.3643550685,6878199.15089974,10465032460786.531,0,0
co2_conventional,66.0,75.251,90.97,132.0,60.300000000000004,26.400000000000002,41,12.100000000000001,550.0,206.14999999999998,6727448.66964744,1322652.26679395,0.0,4759909054547.06,0
co2_conventional,66.0,61.568999999999996,100.06700000000001,132.0,73.7,22.799999999999997,45.1,11.0,495.0,238.70000000000002,6873904.63539487,1179514.94737332,0.0,4277732299863.596,0
cost_conventional,59.4,64.98949999999999,95.5185,126.0,70.35000000000001,22.799999999999997,43.050000000000004,12.100000000000001,550.0,195.3,796926.682417373,3404121.40065223,9781905119619.14,0,0
cost_conventional,66.0,61.568999999999996,100.06700000000001,108.0,70.35000000000001,26.400000000000002,43.050000000000004,9.9,495.0,206.14999999999998,32709.3643550685,6878199.15089974,10173117450071.838,0,0
co2_conventional,59.4,64.98949999999999,95.5185,126.0,70.35000000000001,22.799999999999997,43.050000000000004,12.100000000000001,550.0,195.3,6717102.61072334,1332763.8872623,0.0,4449982735670.519,0
co2_conventional,66.0,61.568999999999996,100.06700000000001,108.0,70.35000000000001,26.400000000000002,43.050000000000004,9.9,495.0,206.14999999999998,6937013.80133326,1117835.81537489,0.0,4508875024738.398,0
cost_conventional,69.3,64.98949999999999,90.97,108.0,63.65,22.799999999999997,41,9.9,550.0,227.85000000000002,32709.3643550706,6878199.15089974,10607878121740.865,0,0
cost_conventional,69.3,61.568999999999996,95.5185,126.0,73.7,26.400000000000002,38.949999999999996,9.9,605.0,227.85000000000002,32709.3643550685,6878199.15089974,10732592083921.867,0,0
co2_conventional,69.3,64.98949999999999,90.97,108.0,63.65,22.799999999999997,41,9.9,550.0,227.85000000000002,6737933.13954289,1312405.37170352,0.0,4340505982764.854,0
co2_conventional,69.3,61.568999999999996,95.5185,126.0,73.7,26.400000000000002,38.949999999999996,9.9,605.0,227.85000000000002,6692590.71467318,1356720.35142291,0.0,4791901053540.185,0
cost_conventional,72.60000000000001,64.98949999999999,95.5185,132.0,67.0,25.200000000000003,43.050000000000004,9.9,495.0,217.0,1167101.3011432,6167627.72152413,11215014014168.021,0,0
cost_conventional,59.4,71.8305,100.06700000000001,126.0,67.0,21.6,41.0,12.100000000000001,577.5,238.70000000000002,677315.572170272,2563850.8001859,9894594007560.275,0,0
co2_conventional,72.60000000000001,64.98949999999999,95.5185,132.0,67.0,25.200000000000003,43.050000000000004,9.9,495.0,217.0,6913648.33498061,1140671.82757599,0.0,4409091698005.894,0
co2_conventional,59.4,71.8305,100.06700000000001,126.0,67.0,21.6,41.0,12.100000000000001,577.5,238.70000000000002,6636185.80002263,1411847.14836851,0.0,4424352809287.036,0
cost_conventional,66.0,71.8305,100.06700000000001,114.0,73.7,25.200000000000003,36.9,12.100000000000001,605.0,195.3,32709.3643550685,3736065.06312718,10532257001686.088,0,0
cost_conventional,59.4,61.568999999999996,81.873,126.0,73.7,24,43.050000000000004,12.100000000000001,577.5,206.14999999999998,1870182.83475688,4025064.22900612,9586417771614.95,0,0
co2_conventional,66.0,71.8305,100.06700000000001,114.0,73.7,25.200000000000003,36.9,12.100000000000001,605.0,195.3,6593162.16376613,1453895.88249863,0.0,4768152541639.409,0
co2_conventional,59.4,61.568999999999996,81.873,126.0,73.7,24,43.050000000000004,12.100000000000001,577.5,206.14999999999998,6701107.42025957,1348396.63171843,0.0,4634159601412.538,0
cost_conventional,72.60000000000001,64.98949999999999,86.4215,132.0,67.0,24.0,41,9.9,577.5,238.70000000000002,2015150.5429913,5581689.80816754,11104154937018.482,0,0
cost_conventional,69.3,61.568999999999996,95.5185,132.0,63.65,21.6,45.1,11.0,577.5,217.0,921881.071988707,6337056.36115181,10775033445934.232,0,0
co2_conventional,72.60000000000001,64.98949999999999,86.4215,132.0,67.0,24.0,41,9.9,577.5,238.70000000000002,6724925.0417668,1325118.71005699,0.0,4524796175909.134,0
co2_conventional,69.3,61.568999999999996,95.5185,132.0,63.65,21.6,45.1,11.0,577.5,217.0,6731301.43444763,1318886.80443778,0.0,4384210704457.5503,0
cost_conventional,62.699999999999996,75.251,95.5185,132.0,63.65,24.0,38.949999999999996,10.45,550.0,195.3,1473686.01983773,1987595.48001165,10333073431503.459,0,0
cost_conventional,69.3,68.41,100.06700000000001,114.0,67.0,21.6,43.050000000000004,12.100000000000001,605.0,227.85000000000002,32709.3643550737,6878199.15089974,10797522701032.191,0,0
co2_conventional,62.699999999999996,75.251,95.5185,132.0,63.65,24.0,38.949999999999996,10.45,550.0,195.3,6710066.64366709,1339640.42150809,0.0,4446474489702.309,0
co2_conventional,69.3,68.41,100.06700000000001,114.0,67.0,21.6,43.050000000000004,12.100000000000001,605.0,227.85000000000002,6642605.09472334,1405573.31287576,0.0,4505283569729.016,0
cost_conventional,72.60000000000001,61.568999999999996,90.97,132.0,70.35000000000001,26.400000000000002,45.1,10.45,605.0,217.0,1473686.01983773,5955800.8587969,11080249014054.861,0,0
cost_conventional,66.0,71.8305,90.97,132.0,63.65,26.400000000000002,45.1,9.9,605.0,206.14999999999998,1747244.7253982,2518114.43281951,10629297643539.035,0,0
co2_conventional,72.60000000000001,61.568999999999996,90.97,132.0,70.35000000000001,26.400000000000002,45.1,10.45,605.0,217.0,6777205.68326015,1274022.73153021,0.0,4852337767215.299,0
co2_conventional,66.0,71.8305,90.97,132.0,63.65,26.400000000000002,45.1,9.9,605.0,206.14999999999998,6796858.47294593,1254815.2679052,0.0,4818897291085.413,0
cost_conventional,66.0,68.41,90.97,126.0,73.7,22.799999999999997,43.050000000000004,9.9,550.0,206.14999999999998,1470612.36519037,3928975.31264967,10552896535554.57,0,0
cost_conventional,69.3,64.98949999999999,81.873,120.0,60.300000000000004,22.799999999999997,45.1,10.45,577.5,238.70000000000002,2032004.06973545,5570045.29531869,10626126386343.283,0,0
co2_conventional,69.3,64.98949999999999,81.873,120.0,60.300000000000004,22.799999999999997,45.1,10.45,577.5,238.70000000000002,6761568.46442096,1289305.61588669,0.0,4472001334015.823,0
co2_conventional,66.0,68.41,90.97,126.0,73.7,22.799999999999997,43.050000000000004,9.9,550.0,206.14999999999998,6784736.69905663,1266662.36619364,0.0,4342460253766.736,0
cost_conventional,69.3,68.41,90.97,132.0,60.300000000000004,21.6,43.050000000000004,10.45,522.5,217.0,1685130.24088292,5809708.88729707,10913761081984.916,0,0
