strategy,price_hydro [$/kWh],price_solar [$/kWh],price_wind [$/kWh],price_thermal [$/kWh],price_cogen [$/kWh],co2_hydro [kg/kWh],co2_solar [kg/kWh],co2_wind [kg/kWh],co2_thermal [kg/kWh],co2_cogen [kg/kWh],wind_capacity [kW],solar_capacity [kW],cost_conventional [$],co2_conventional [kg],co2_regression [kg]
cost_conventional,69.3,68.41,90.97,132.0,63.65,25.200000000000003,41.0,9.9,522.5,238.70000000000002,1685130.24088292,5809708.88729707,10920405879677.145,0,0
cost_conventional,59.4,75.251,100.06700000000001,132.0,73.7,24.0,41,12.100000000000001,522.5,195.3,1162724.29006128,2071273.46318141,9997566395244.62,0,0
co2_conventional,69.3,68.41,90.97,132.0,63.65,25.200000000000003,41.0,9.9,522.5,238.70000000000002,6824689.65472805,1227614.731988,0.0,4482866790359.219,0
co2_conventional,59.4,75.251,100.06700000000001,132.0,73.7,24.0,41,12.100000000000001,522.5,195.3,6730385.55740651,1319781.92799193,0.0,4469858740335.098,0
cost_conventional,62.699999999999996,75.251,100.06700000000001,132.0,63.65,21.6,38.949999999999996,11.55,550.0,195.3,1169300.47248454,2202017.57195773,10378607560393.248,0,0
cost_conventional,59.4,68.41,86.4215,114.0,70.35000000000001,25.200000000000003,45.1,9.9,495.0,238.70000000000002,1363954.91489043,2200025.8349122,9642243466922.342,0,0
co2_conventional,62.699999999999996,75.251,100.06700000000001,132.0,63.65,21.6,38.949999999999996,11.55,550.0,195.3,6652687.52245064,1395719.34980384,0.0,4290319565525.3525,0
co2_conventional,59.4,68.41,86.4215,114.0,70.35000000000001,25.200000000000003,45.1,9.9,495.0,238.70000000000002,6956260.07141807,1099025.65974397,0.0,4430032234050.908,0
cost_conventional,69.3,71.8305,90.97,120.0,60.300000000000004,24,36.9,11.0,495.0,217.0,1416862.48141772,3549935.48336759,10915312653617.746,0,0
cost_conventional,62.699999999999996,61.568999999999996,81.873,126.0,73.7,26.400000000000002,41,11.55,577.5,217.0,1920318.29875482,5647211.71958696,9925459258834.646,0,0
co2_conventional,69.3,71.8305,90.97,120.0,60.300000000000004,24,36.9,11.0,495.0,217.0,6725184.98465869,1324864.65738963,0.0,4325505820189.533,0
co2_conventional,62.699999999999996,61.568999999999996,81.873,126.0,73.7,26.400000000000002,41,11.55,577.5,217.0,6708919.59657619,1340761.47687107,0.0,4810291541162.613,0
cost_conventional,72.60000000000001,71.8305,86.4215,108.0,67.0,26.400000000000002,36.9,11.55,495.0,227.85000000000002,1401718.67664922,6005524.85218884,11140652640028.246,0,0
cost_conventional,69.3,75.251,95.5185,126.0,63.65,26.400000000000002,38.949999999999996,9.9,605.0,217.0,1377602.93684976,2557566.59017155,11062170482092.834,0,0
co2_conventional,72.60000000000001,71.8305,86.4215,108.0,67.0,26.400000000000002,36.9,11.55,495.0,227.85000000000002,6736993.90413928,1313323.32432698,0.0,4570226395365.168,0
co2_conventional,69.3,75.251,95.5185,126.0,63.65,26.400000000000002,38.949999999999996,9.9,605.0,217.0,6692739.36665867,1356575.06784487,0.0,4786801508949.046,0
cost_conventional,62.699999999999996,71.8305,95.5185,126.0,63.65,25.200000000000003,41.0,10.45,495.0,195.3,1195652.2303143,2387221.9841246,10249413543318.535,0,0
cost_conventional,69.3,71.8305,90.97,132.0,60.300000000000004,26.400000000000002,36.9,12.100000000000001,522.5,238.70000000000002,1812090.98677428,3572258.30677419,10995462463454.22,0,0
co2_conventional,62.699999999999996,71.8305,95.5185,126.0,63.65,25.200000000000003,41.0,10.45,495.0,195.3,6855045.08877511,1197947.14257182,0.0,4416375256044.108,0
co2_conventional,69.3,71.8305,90.97,132.0,60.300000000000004,26.400000000000002,36.9,12.100000000000001,522.5,238.70000000000002,6688689.22781186,1360533.43181356,0.0,4676589465902.61,0
cost_conventional,72.60000000000001,64.98949999999999,86.4215,114.0,63.65,24,45.1,11.0,605.0,195.3,1333553.92952386,6052621.53917847,10986417058182.473,0,0
cost_conventional,62.699999999999996,71.8305,81.873,126.0,73.7,25.200000000000003,38.949999999999996,9.9,605.0,217.0,2191265.57936093,1881710.79656488,10085696748970.957,0,0
co2_conventional,72.60000000000001,64.98949999999999,86.4215,114.0,63.65,24,45.1,11.0,605.0,195.3,6730385.55740651,1319781.92799193,0.0,4658929284730.423,0
co2_conventional,62.699999999999996,71.8305,81.873,126.0,73.7,25.200000000000003,38.949999999999996,9.9,605.0,217.0,6681520.32455299,1367539.88996924,0.0,4680861921155.145,0
cost_conventional,69.3,61.568999999999996,100.06700000000001,126.0,73.7,26.400000000000002,45.1,12.100000000000001,605.0,217.0,32709.3643550685,6878199.15089974,10733720605079.812,0,0
cost_conventional,62.699999999999996,61.568999999999996,90.97,108.0,67.0,26.400000000000002,38.949999999999996,9.9,550.0,206.14999999999998,32709.3643550685,6878199.15089974,9826306849441.332,0,0
co2_conventional,69.3,61.568999999999996,100.06700000000001,126.0,73.7,26.400000000000002,45.1,12.100000000000001,605.0,217.0,6728562.10108755,1321564.06536164,0.0,4936841500038.622,0
co2_conventional,62.699999999999996,61.568999999999996,90.97,108.0,67.0,26.400000000000002,38.949999999999996,9.9,550.0,206.14999999999998,6760001.1488091,1290837.41661754,0.0,4635011377120.944,0
cost_conventional,72.60000000000001,68.41,81.873,114.0,70.35000000000001,24,45.1,9.9,522.5,195.3,2128278.85756061,5503526.69533245,11030884131326.867,0,0
cost_conventional,72.60000000000001,61.568999999999996,100.06700000000001,120.0,67.0,25.200000000000003,36.9,11.0,522.5,217.0,32709.3643550706,6878199.15089974,10990037274380.998,0,0
co2_conventional,72.60000000000001,68.41,81.873,114.0,70.35000000000001,24,45.1,9.9,522.5,195.3,6886374.92585894,1167327.22978658,0.0,4379724432982.071,0
co2_conventional,72.60000000000001,61.568999999999996,100.06700000000001,120.0,67.0,25.200000000000003,36.9,11.0,522.5,217.0,6707359.5672444,1342286.15642666,0.0,4504605998359.397,0
cost_conventional,62.699999999999996,71.8305,90.97,126.0,67.0,24,45.1,10.45,495.0,227.85000000000002,1534669.03094054,2188171.76501681,10206439856590.38,0,0
cost_conventional,62.699999999999996,68.41,95.5185,114.0,63.65,21.6,36.9,11.55,522.5,238.70000000000002,32709.3643550685,3822125.45682011,10073678410850.691,0,0
co2_conventional,62.699999999999996,71.8305,90.97,126.0,67.0,24,45.1,10.45,495.0,227.85000000000002,6918406.70741957,1136021.27836659,0.0,4348901407017.2617,0
co2_conventional,62.699999999999996,68.41,95.5185,114.0,63.65,21.6,36.9,11.55,522.5,238.70000000000002,6636729.08960243,1411316.16956047,0.0,4224643340329.9707,0
cost_conventional,69.3,71.8305,90.97,132.0,67.0,24,43.050000000000004,12.100000000000001,577.5,238.70000000000002,1812090.98677428,3572258.30677422,11008753557652.912,0,0
cost_conventional,66.0,71.8305,86.4215,108.0,70.35000000000001,25.200000000000003,36.9,10.45,605.0,238.70000000000002,1344826.45864439,2334040.84371766,10411080445391.605,0,0
co2_conventional,69.3,71.8305,90.97,132.0,67.0,24,43.050000000000004,12.100000000000001,577.5,238.70000000000002,6697081.52416876,1352331.30226438,0.0,4649464710353.626,0
co2_conventional,66.0,71.8305,86.4215,108.0,70.35000000000001,25.200000000000003,36.9,10.45,605.0,238.70000000000002,6633508.17293467,1414464.10126505,0.0,4705634240988.227,0
cost_conventional,62.699999999999996,64.98949999999999,90.97,108.0,63.65,21.6,45.1,9.9,577.5,195.3,32709.3643550685,5340951.10345352,9927671720035.898,0,0
cost_conventional,66.0,64.98949999999999,95.5185,120.0,60.300000000000004,25.200000000000003,43.050000000000004,10.45,605.0,206.14999999999998,32709.3643550737,6878199.15089974,10408444419481.418,0,0
co2_conventional,62.699999999999996,64.98949999999999,90.97,108.0,63.65,21.6,45.1,9.9,577.5,195.3,6768197.67909402,1282826.61714245,0.0,4317669008141.606,0
co2_conventional,66.0,64.98949999999999,95.5185,120.0,60.300000000000004,25.200000000000003,43.050000000000004,10.45,605.0,206.14999999999998,6727091.71853119,1323001.12950967,0.0,4729223547563.45,0
cost_conventional,62.699999999999996,71.8305,86.4215,120.0,73.7,25.200000000000003,43.050000000000004,11.0,577.5,217.0,1719954.61492524,2005474.01230284,10114827271358.19,0,0
cost_conventional,69.3,75.251,86.4215,132.0,67.0,26.400000000000002,43.050000000000004,12.100000000000001,522.5,195.3,2257429.1398278,2228481.40728681,10981996925286.053,0,0
co2_conventional,62.699999999999996,71.8305,86.4215,120.0,73.7,25.200000000000003,43.050000000000004,11.0,577.5,217.0,6742291.03900445,1308146.22087926,0.0,4688992029168.332,0
co2_conventional,69.3,75.251,86.4215,132.0,67.0,26.400000000000002,43.050000000000004,12.100000000000001,522.5,195.3,6810786.02078218,1241203.31394204,0.0,4693188580636.959,0
cost_conventional,69.3,68.41,100.06700000000001,108.0,63.65,25.200000000000003,36.9,10.45,522.5,227.85000000000002,32709.3643550737,6878199.15089974,10718861406076.33,0,0
cost_conventional,72.60000000000001,68.41,100.06700000000001,120.0,67.0,26.400000000000002,36.9,9.9,605.0,217.0,32709.3643550706,6878199.15089974,11207489758420.076,0,0
co2_conventional,69.3,68.41,100.06700000000001,108.0,63.65,25.200000000000003,36.9,10.45,522.5,227.85000000000002,6723088.80423559,1326913.33902069,0.0,4481706772823.081,0
co2_conventional,72.60000000000001,68.41,100.06700000000001,120.0,67.0,26.400000000000002,36.9,9.9,605.0,217.0,6666461.71754342,1382257.273659,0.0,4773826652370.897,0
cost_conventional,69.3,64.98949999999999,90.97,120.0,70.35000000000001,26.400000000000002,45.1,10.45,495.0,238.70000000000002,994056.157228546,6287188.83370776,10751721485842.598,0,0
cost_conventional,72.60000000000001,75.251,100.06700000000001,114.0,70.35000000000001,21.6,38.949999999999996,12.100000000000001,550.0,227.85000000000002,32709.3643550685,4799876.57485603,11351561645482.064,0,0
co2_conventional,69.3,64.98949999999999,90.97,120.0,70.35000000000001,26.400000000000002,45.1,10.45,495.0,238.70000000000002,6957442.02259251,1097870.49121306,0.0,4563878872785.243,0
co2_conventional,72.60000000000001,75.251,100.06700000000001,114.0,70.35000000000001,21.6,38.949999999999996,12.100000000000001,550.0,227.85000000000002,6630551.84217076,1417353.44249952,0.0,4333262384221.337,0
cost_conventional,62.699999999999996,75.251,86.4215,120.0,73.7,26.400000000000002,43.050000000000004,10.45,522.5,227.85000000000002,1793182.56712426,1693868.52949724,10143856674965.418,0,0
cost_conventional,62.699999999999996,71.8305,86.4215,108.0,67.0,22.799999999999997,41,10.45,522.5,227.85000000000002,1290134.14349833,2033838.13262188,10014637443633.195,0,0
co2_conventional,62.699999999999996,75.251,86.4215,120.0,73.7,26.400000000000002,43.050000000000004,10.45,522.5,227.85000000000002,6859182.17516041,1193903.80126864,0.0,4623034086436.245,0
co2_conventional,62.699999999999996,71.8305,86.4215,108.0,67.0,22.799999999999997,41,10.45,522.5,227.85000000000002,6764386.20080385,1286551.72852798,0.0,4295066197857.688,0
cost_conventional,62.699999999999996,75.251,100.06700000000001,108.0,63.65,25.200000000000003,36.9,10.45,605.0,238.70000000000002,32709.3643550685,2698968.41180424,10095480587684.32,0,0
cost_conventional,66.0,61.568999999999996,86.4215,120.0,67.0,21.6,43.050000000000004,11.55,522.5,195.3,1330400.66601725,6054800.20587393,10272939775517.697,0,0
co2_conventional,62.699999999999996,75.251,100.06700000000001,108.0,63.65,25.200000000000003,36.9,10.45,605.0,238.70000000000002,6633508.17293467,1414464.10126505,0.0,4705634240988.227,0
co2_conventional,66.0,61.568999999999996,86.4215,120.0,67.0,21.6,43.050000000000004,11.55,522.5,195.3,6752561.70104041,1298108.28882916,0.0,4242695220313.602,0
cost_conventional,62.699999999999996,61.568999999999996,100.06700000000001,126.0,60.300000000000004,26.400000000000002,36.9,11.55,495.0,227.85000000000002,32709.3643550737,6878199.15089974,10034912705693.895,0,0
cost_conventional,66.0,75.251,100.06700000000001,132.0,63.65,24.0,38.949999999999996,12.100000000000001,577.5,238.70000000000002,1195212.92604438,2404200.58426722,10769186453453.951,0,0
co2_conventional,62.699999999999996,61.568999999999996,100.06700000000001,126.0,60.300000000000004,26.400000000000002,36.9,11.55,495.0,227.85000000000002,6736993.90413928,1313323.32432698,0.0,4570226395365.168,0
co2_conventional,66.0,75.251,100.06700000000001,132.0,63.65,24.0,38.949999999999996,12.100000000000001,577.5,238.70000000000002,6633666.54741811,1414309.31549782,0.0,4623278608097.532,0
cost_conventional,66.0,61.568999999999996,81.873,132.0,70.35000000000001,24,41.0,11.55,577.5,195.3,2128278.85756062,5503526.69533244,10288342160177.385,0,0
cost_conventional,59.4,61.568999999999996,81.873,120.0,70.35000000000001,24.0,41,11.55,495.0,206.14999999999998,1713616.46884504,3948023.34873084,9546136693037.14,0,0
co2_conventional,66.0,61.568999999999996,81.873,132.0,70.35000000000001,24,41.0,11.55,577.5,195.3,6687836.86737575,1361366.47802907,0.0,4588290530994.087,0
co2_conventional,59.4,61.568999999999996,81.873,120.0,70.35000000000001,24.0,41,11.55,495.0,206.14999999999998,6793746.75188865,1257856.47833764,0.0,4373086345429.5625,0
cost_conventional,59.4,71.8305,100.06700000000001,108.0,73.7,24,45.1,9.9,577.5,206.14999999999998,32709.3643550685,2846923.78379972,9669196126492.088,0,0
cost_conventional,69.3,68.41,95.5185,132.0,63.65,24.0,41,12.100000000000001,550.0,227.85000000000002,1263731.12865008,6100863.81595893,10971270363038.543,0,0
co2_conventional,59.4,71.8305,100.06700000000001,108.0,73.7,24,45.1,9.9,577.5,206.14999999999998,6802639.37457179,1249165.35970012,0.0,4533879003829.853,0
co2_conventional,69.3,68.41,95.5185,132.0,63.65,24.0,41,12.100000000000001,550.0,227.85000000000002,6694212.5434337,1355135.27279429,0.0,4558433918638.96,0
cost_conventional,72.60000000000001,71.8305,86.4215,108.0,60.300000000000004,26.400000000000002,41.0,10.45,605.0,206.14999999999998,1401718.67664922,6005524.85218884,11127363216860.94,0,0
cost_conventional,59.4,68.41,81.873,132.0,70.35000000000001,25.200000000000003,36.9,9.9,522.5,238.70000000000002,2135064.42519025,2039298.95100326,9703342767545.354,0,0
co2_conventional,72.60000000000001,71.8305,86.4215,108.0,60.300000000000004,26.400000000000002,41.0,10.45,605.0,206.14999999999998,6708919.59657619,1340761.47687107,0.0,4822427737489.808,0
co2_conventional,59.4,68.41,81.873,132.0,70.35000000000001,25.200000000000003,36.9,9.9,522.5,238.70000000000002,6735114.46167588,1315160.17921262,0.0,4458747134780.374,0
cost_conventional,72.60000000000001,75.251,100.06700000000001,108.0,73.7,22.799999999999997,45.1,11.0,577.5,217.0,32709.3643550685,4493857.00543629,11282527875825.273,0,0
cost_conventional,66.0,68.41,100.06700000000001,120.0,60.300000000000004,26.400000000000002,45.1,9.9,605.0,206.14999999999998,32709.3643550685,5635372.50020751,10516118128928.385,0,0
co2_conventional,72.60000000000001,75.251,100.06700000000001,108.0,73.7,22.799999999999997,45.1,11.0,577.5,217.0,6746457.07500014,1304074.58595479,0.0,4489947220339.527,0
co2_conventional,66.0,68.41,100.06700000000001,120.0,60.300000000000004,26.400000000000002,45.1,9.9,605.0,206.14999999999998,6796858.47294593,1254815.2679052,0.0,4818897291085.413,0
cost_conventional,59.4,68.41,81.873,132.0,67.0,22.799999999999997,43.050000000000004,12.100000000000001,605.0,238.70000000000002,2127340.43444479,2033418.19222773,9699935573390.57,0,0
cost_conventional,59.4,61.568999999999996,90.97,108.0,67.0,26.400000000000002,43.050000000000004,10.45,522.5,195.3,32709.3643550685,5716383.0461007,9483859874174.662,0,0
co2_conventional,59.4,68.41,81.873,132.0,67.0,22.799999999999997,43.050000000000004,12.100000000000001,605.0,238.70000000000002,6663528.28306975,1385124.23742599,0.0,4616451133267.586,0
co2_conventional,59.4,61.568999999999996,90.97,108.0,67.0,26.400000000000002,43.050000000000004,10.45,522.5,195.3,6861363.98902685,1191771.42662125,0.0,4607579708896.164,0
cost_conventional,59.4,61.568999999999996,81.873,114.0,63.65,24,38.949999999999996,11.0,550.0,227.85000000000002,1492157.96880831,3897237.94525583,9498986931404.867,0,0
cost_conventional,62.699999999999996,64.98949999999999,100.06700000000001,126.0,67.0,22.799999999999997,41,11.0,495.0,217.0,32709.3643550685,6440922.09545299,10153042696077.021,0,0
co2_conventional,59.4,61.568999999999996,81.873,114.0,63.65,24,38.949999999999996,11.0,550.0,227.85000000000002,6692739.36665866,1356575.06784488,0.0,4489740074571.839,0
co2_conventional,62.699999999999996,64.98949999999999,100.06700000000001,126.0,67.0,22.799999999999997,41,11.0,495.0,217.0,6792534.00513721,1259041.74462742,0.0,4244367433032.293,0
cost_conventional,72.60000000000001,64.98949999999999,100.06700000000001,132.0,73.7,25.200000000000003,38.949999999999996,9.9,495.0,238.70000000000002,101541.952136775,6837264.60153186,11255143200994.229,0,0
cost_conventional,59.4,68.41,100.06700000000001,120.0,73.7,26.400000000000002,36.9,11.0,495.0,238.70000000000002,32709.3643550685,3470422.41816021,9778565500104.424,0,0
co2_conventional,72.60000000000001,64.98949999999999,100.06700000000001,132.0,73.7,25.200000000000003,38.949999999999996,9.9,495.0,238.70000000000002,6828782.21602937,1223614.90684435,0.0,4396930662879.0195,0
co2_conventional,59.4,68.41,100.06700000000001,120.0,73.7,26.400000000000002,36.9,11.0,495.0,238.70000000000002,6760570.98041645,1290280.49721599,0.0,4547189279540.048,0
cost_conventional,66.0,68.41,86.4215,114.0,63.65,21.6,43.050000000000004,12.100000000000001,550.0,227.85000000000002,1427912.28033318,3536830.92080302,10403446570553.53,0,0
cost_conventional,59.4,61.568999999999996,86.4215,108.0,70.35000000000001,26.400000000000002,41.0,9.9,522.5,206.14999999999998,32709.3643550685,5751264.83489861,9486671265043.004,0,0
co2_conventional,66.0,68.41,86.4215,114.0,63.65,21.6,43.050000000000004,12.100000000000001,550.0,227.85000000000002,6700361.87768681,1349125.28052994,0.0,4359438807678.1094,0
co2_conventional,59.4,61.568999999999996,86.4215,108.0,70.35000000000001,26.400000000000002,41.0,9.9,522.5,206.14999999999998,6844545.74190445,1208208.57752985,0.0,4572779156304.699,0
cost_conventional,62.699999999999996,68.41,90.97,114.0,63.65,24,45.1,11.0,550.0,195.3,876483.597821797,2907415.36281759,10063925333063.254,0,0
cost_conventional,59.4,75.251,100.06700000000001,132.0,70.35000000000001,22.799999999999997,43.050000000000004,9.9,577.5,227.85000000000002,1159548.81627619,2064803.86558779,9993079382125.164,0,0
co2_conventional,59.4,75.251,100.06700000000001,132.0,70.35000000000001,22.799999999999997,43.050000000000004,9.9,577.5,227.85000000000002,6738094.06042686,1312248.09723639,0.0,4426414329596.258,0
co2_conventional,62.699999999999996,68.41,90.97,114.0,63.65,24,45.1,11.0,550.0,195.3,6808917.78568945,1243029.21541254,0.0,4511414722573.299,0
cost_conventional,69.3,68.41,100.06700000000001,132.0,63.65,25.200000000000003,41,12.100000000000001,577.5,206.14999999999998,514553.417851324,6591647.82643094,11005070182587.027,0,0
cost_conventional,59.4,64.98949999999999,90.97,108.0,70.35000000000001,22.799999999999997,38.949999999999996,12.100000000000001,495.0,227.85000000000002,32709.3643550685,3830129.69059781,9559651524006.773,0,0
co2_conventional,69.3,68.41,100.06700000000001,132.0,63.65,25.200000000000003,41,12.100000000000001,577.5,206.14999999999998,6686105.62925746,1363058.48683367,0.0,4727229847354.375,0
co2_conventional,59.4,64.98949999999999,90.97,108.0,70.35000000000001,22.799999999999997,38.949999999999996,12.100000000000001,495.0,227.85000000000002,6708919.59657617,1340761.47687109,0.0,4293462991906.4688,0
cost_conventional,69.3,68.41,81.873,132.0,67.0,25.200000000000003,38.949999999999996,10.45,605.0,206.14999999999998,2503904.98674169,5243997.437509,10784464800976.154,0,0
cost_conventional,72.60000000000001,61.568999999999996,95.5185,108.0,73.7,21.6,41.0,10.45,605.0,195.3,32709.3643550685,6878199.15089974,10857247163752.863,0,0
co2_conventional,69.3,68.41,81.873,132.0,67.0,25.200000000000003,38.949999999999996,10.45,605.0,206.14999999999998,6667956.16341321,1380796.69146469,0.0,4703614901268.178,0
co2_conventional,72.60000000000001,61.568999999999996,95.5185,108.0,73.7,21.6,41.0,10.45,605.0,195.3,6665142.26939986,1383546.82352076,0.0,4393536272244.39,0
cost_conventional,72.60000000000001,71.8305,86.4215,120.0,70.35000000000001,25.200000000000003,45.1,9.9,495.0,217.0,1953663.27812565,5624172.85973524,11221630910270.04,0,0
cost_conventional,72.60000000000001,75.251,81.873,120.0,73.7,25.200000000000003,41,11.0,550.0,206.14999999999998,2719620.79134426,2681556.50206257,11216909725510.18,0,0
co2_conventional,72.60000000000001,71.8305,86.4215,120.0,70.35000000000001,25.200000000000003,45.1,9.9,495.0,217.0,6958319.39533631,1097012.99946093,0.0,4419677584035.674,0
co2_conventional,72.60000000000001,75.251,81.873,120.0,73.7,25.200000000000003,41,11.0,550.0,206.14999999999998,6742291.03900446,1308146.22087924,0.0,4597969720623.088,0
cost_conventional,69.3,68.41,100.06700000000001,108.0,73.7,21.6,45.1,10.45,495.0,217.0,32709.3643550685,6878199.15089974,10735123492425.586,0,0
cost_conventional,69.3,64.98949999999999,95.5185,126.0,60.300000000000004,21.6,38.949999999999996,10.45,550.0,227.85000000000002,648217.126680912,6512158.38888239,10815346306191.65,0,0
co2_conventional,69.3,68.41,100.06700000000001,108.0,73.7,21.6,45.1,10.45,495.0,217.0,6876021.62043189,1177445.93255438,0.0,4133571268614.13,0
co2_conventional,69.3,64.98949999999999,95.5185,126.0,60.300000000000004,21.6,38.949999999999996,10.45,550.0,227.85000000000002,6679807.19042165,1369214.20501758,0.0,4249954032621.881,0
cost_conventional,72.60000000000001,64.98949999999999,86.4215,120.0,70.35000000000001,21.6,36.9,10.45,605.0,195.3,1646444.92153715,5836437.5183449,11040434905281.645,0,0
cost_conventional,72.60000000000001,68.41,90.97,132.0,67.0,21.6,36.9,10.45,605.0,195.3,1747959.45045539,5766298.65338835,11258699775007.664,0,0
co2_conventional,72.60000000000001,64.98949999999999,86.4215,120.0,70.35000000000001,21.6,36.9,10.45,605.0,195.3,6595352.70707982,1451754.97621054,0.0,4366658661528.5347,0
co2_conventional,72.60000000000001,68.41,90.97,132.0,67.0,21.6,36.9,10.45,605.0,195.3,6595352.70707982,1451754.97621054,0.0,4366658661528.5347,0
cost_conventional,69.3,71.8305,81.873,120.0,60.300000000000004,22.799999999999997,38.949999999999996,10.45,550.0,238.70000000000002,2343758.7037642,2960034.5823614,10785883904726.559,0,0
cost_conventional,62.699999999999996,68.41,86.4215,132.0,60.300000000000004,25.200000000000003,36.9,12.100000000000001,577.5,195.3,1896600.33549171,2521131.59763619,10141952410164.203,0,0
co2_conventional,69.3,71.8305,81.873,120.0,60.300000000000004,22.799999999999997,38.949999999999996,10.45,550.0,238.70000000000002,6692179.25704097,1357122.48555401,0.0,4360997255904.7583,0
co2_conventional,62.699999999999996,68.41,86.4215,132.0,60.300000000000004,25.200000000000003,36.9,12.100000000000001,577.5,195.3,6622020.91726901,1425691.05931412,0.0,4695714439068.002,0
cost_conventional,62.699999999999996,61.568999999999996,100.06700000000001,132.0,67.0,24,41.0,11.0,605.0,217.0,32709.3643550685,6878199.15089974,10116630020681.527,0,0
cost_conventional,72.60000000000001,71.8305,100.06700000000001,120.0,60.300000000000004,21.6,45.1,12.100000000000001,605.0,195.3,32709.3643550737,6878199.15089974,11302926474992.291,0,0
co2_conventional,62.699999999999996,61.568999999999996,100.06700000000001,132.0,67.0,24,41.0,11.0,605.0,217.0,6670166.80376451,1378636.14353158,0.0,4643581571751.783,0
co2_conventional,72.60000000000001,71.8305,100.06700000000001,120.0,60.300000000000004,21.6,45.1,12.100000000000001,605.0,195.3,6680293.37766312,1368739.03462676,0.0,4503135568755.906,0
cost_conventional,72.60000000000001,71.8305,81.873,108.0,60.300000000000004,24.0,45.1,10.45,522.5,217.0,2104322.4477151,5520078.7634244,11066599936130.693,0,0
cost_conventional,62.699999999999996,64.98949999999999,81.873,120.0,67.0,24,38.949999999999996,11.0,522.5,217.0,1878933.93582947,3581568.47833146,9966116224981.637,0,0
co2_conventional,72.60000000000001,71.8305,81.873,108.0,60.300000000000004,24.0,45.1,10.45,522.5,217.0,6861820.57399512,1191325.18772541,0.0,4418724409839.515,0
co2_conventional,62.699999999999996,64.98949999999999,81.873,120.0,67.0,24,38.949999999999996,11.0,522.5,217.0,6726946.79484158,1323142.76927385,0.0,4411417649470.811,0
cost_conventional,66.0,64.98949999999999,95.5185,126.0,63.65,25.200000000000003,41,12.100000000000001,495.0,206.14999999999998,469518.284863801,6618430.09532388,10485794081860.637,0,0
cost_conventional,62.699999999999996,71.8305,95.5185,126.0,60.300000000000004,25.200000000000003,45.1,11.0,605.0,217.0,1194858.67351865,2385348.74405164,10243449540189.674,0,0
co2_conventional,66.0,64.98949999999999,95.5185,126.0,63.65,25.200000000000003,41,12.100000000000001,495.0,206.14999999999998,6793746.75188865,1257856.47833764,0.0,4506934751596.173,0
co2_conventional,62.699999999999996,71.8305,95.5185,126.0,60.300000000000004,25.200000000000003,45.1,11.0,605.0,217.0,6742291.03900447,1308146.22087924,0.0,4774899708716.817,0
cost_conventional,62.699999999999996,64.98949999999999,95.5185,108.0,67.0,21.6,36.9,10.45,550.0,227.85000000000002,32709.3643550685,5369274.61430728,9932784277241.477,0,0
cost_conventional,59.4,71.8305,81.873,114.0,73.7,22.799999999999997,41.0,9.9,522.5,238.70000000000002,1821497.2613104,1661034.50640088,9621015214398.85,0,0
co2_conventional,62.699999999999996,64.98949999999999,95.5185,108.0,67.0,21.6,36.9,10.45,550.0,227.85000000000002,6641581.93340959,1406573.28967451,0.0,4236829235478.3467,0
co2_conventional,59.4,71.8305,81.873,114.0,73.7,22.799999999999997,41.0,9.9,522.5,238.70000000000002,6783743.31346436,1267633.24197942,0.0,4271929031584.285,0
cost_conventional,69.3,61.568999999999996,90.97,126.0,63.65,24.0,36.9,9.9,522.5,217.0,1169494.35397517,6165974.30293271,10689511536804.781,0,0
cost_conventional,72.60000000000001,61.568999999999996,100.06700000000001,132.0,70.35000000000001,25.200000000000003,41.0,11.0,495.0,238.70000000000002,32709.3643550706,6878199.15089974,11140715101567.514,0,0
co2_conventional,69.3,61.568999999999996,90.97,126.0,63.65,24.0,36.9,9.9,522.5,217.0,6724234.20311889,1325793.89451745,0.0,4342752844509.452,0
co2_conventional,72.60000000000001,61.568999999999996,100.06700000000001,132.0,70.35000000000001,25.200000000000003,41.0,11.0,495.0,238.70000000000002,6830464.97001314,1221970.28352606,0.0,4465499863577.807,0
cost_conventional,69.3,68.41,100.06700000000001,132.0,73.7,22.799999999999997,43.050000000000004,9.9,577.5,238.70000000000002,525816.14516026,6584949.91368492,11021252142016.484,0,0
co2_conventional,69.3,68.41,100.06700000000001,132.0,73.7,22.799999999999997,43.050000000000004,9.9,577.5,238.70000000000002,6737811.36241084,1312524.38940389,0.0,4431527628054.7,0
cost_conventional,59.4,75.251,81.873,126.0,70.35000000000001,22.799999999999997,45.1,11.0,550.0,195.3,2129683.39422139,1473899.90113545,9721317920732.457,0,0
cost_conventional,62.699999999999996,75.251,100.06700000000001,120.0,67.0,24.0,41,9.9,495.0,206.14999999999998,281045.791116667,2744229.83066423,10262284814669.686,0,0
co2_conventional,59.4,75.251,81.873,126.0,70.35000000000001,22.799999999999997,45.1,11.0,550.0,195.3,6792378.06328707,1259194.15288406,0.0,4405938556647.2,0
co2_conventional,62.699999999999996,75.251,100.06700000000001,120.0,67.0,24.0,41,9.9,495.0,206.14999999999998,6853373.88893429,1199580.47354751,0.0,4287675350447.4785,0
cost_conventional,59.4,68.41,86.4215,120.0,60.300000000000004,24,45.1,12.100000000000001,550.0,238.70000000000002,1536098.69536978,2149392.81991863,9676586656462.71,0,0
